"ID","status","case_type","priority","Opened_date","Closed_date","customer_satisfaction_score","first_contact_resolution","Customer Region","case_origin","STATUS"
"500fK000003dMZVQA2","Item Created","General","Low","2024-09-05T05:48:24Z","2024-09-08T05:48:24Z","1","FALSE","Northeast","Phone","Item Created"
"500fK000003dMZWQA2","Item Created","Technical","Medium","2024-11-14T12:56:31Z","2024-11-16T12:56:31Z","8","FALSE","Midwest","Phone","Item Created"
"500fK000003dMZXQA2","Item Created","General","Low","2024-12-16T00:35:35Z","2024-12-28T00:35:35Z","1","FALSE","Southeast","Phone","Item Created"
"500fK000003dMZYQA2","Item Created","Billing","Low","2024-02-11T03:13:24Z","2024-02-12T03:13:24Z","10","FALSE","Northeast","Email","Item Created"
"500fK000003dMZZQA2","Item Created","General","Low","2024-10-06T08:35:59Z","2024-10-20T08:35:59Z","8","FALSE","Southeast","Web","Item Created"
"500fK000003dMZaQAM","Item Created","Billing","Low","2024-05-01T21:31:33Z","2024-05-08T21:31:33Z","7","FALSE","Midwest","Email","Item Created"
"500fK000003dMZbQAM","Item Created","Technical","Low","2024-03-10T23:47:04Z","2024-03-17T23:47:04Z","10","FALSE","Southwest","Email","Item Created"
"500fK000003dMZcQAM","Item Created","Billing","Low","2024-10-24T12:16:18Z","2024-10-26T12:16:18Z","6","FALSE","Midwest","Phone","Item Created"
"500fK000003dMZdQAM","Item Created","Technical","Low","2024-02-22T05:19:29Z","2024-03-04T05:19:29Z","8","TRUE","Southeast","Phone","Item Created"
"500fK000003dMZeQAM","Item Created","Technical","High","2024-06-04T01:26:01Z","2024-06-17T01:26:01Z","3","TRUE","Southeast","Phone","Item Created"
"500fK000003dMZfQAM","Item Created","General","High","2024-11-24T23:11:18Z","2024-11-29T23:11:18Z","10","FALSE","Southeast","Phone","Item Created"
"500fK000003dMZgQAM","Item Created","General","Low","2024-09-12T16:42:51Z","2024-09-15T16:42:51Z","6","FALSE","Midwest","Phone","Item Created"
"500fK000003dMZhQAM","Item Created","Billing","High","2024-03-29T06:43:20Z","2024-04-12T06:43:20Z","3","FALSE","Southeast","Phone","Item Created"
"500fK000003dMZiQAM","Item Created","General","Low","2024-12-03T15:33:23Z","2024-12-04T15:33:23Z","2","TRUE","Northeast","Phone","Item Created"
"500fK000003dMZjQAM","Item Created","Billing","Low","2024-08-14T10:01:11Z","2024-08-19T10:01:11Z","7","FALSE","Midwest","Phone","Item Created"
"500fK000003dMZkQAM","Item Created","Billing","Low","2024-07-30T23:56:57Z","2024-08-05T23:56:57Z","10","FALSE","Midwest","Email","Item Created"
"500fK000003dMZlQAM","Item Created","Billing","Low","2024-09-18T18:41:28Z","2024-09-22T18:41:28Z","9","TRUE","West","Email","Item Created"
"500fK000003dMZmQAM","Item Created","General","Medium","2024-04-17T09:39:56Z","2024-04-21T09:39:56Z","4","FALSE","Southwest","Phone","Item Created"
"500fK000003dMZnQAM","Item Created","General","Medium","2024-08-28T11:25:15Z","2024-09-01T11:25:15Z","3","TRUE","Midwest","Phone","Item Created"
"500fK000003dMZoQAM","Item Created","General","Low","2024-10-17T02:19:56Z","2024-10-20T02:19:56Z","1","TRUE","Southeast","Phone","Item Created"
"500fK000003dMZpQAM","Item Created","Billing","Low","2024-04-29T11:19:11Z","2024-05-12T11:19:11Z","1","FALSE","Midwest","Phone","Item Created"
"500fK000003dMZqQAM","Item Created","Technical","Low","2024-10-28T09:25:13Z","2024-10-29T09:25:13Z","9","TRUE","West","Phone","Item Created"
"500fK000003dMZrQAM","Item Created","General","Medium","2024-08-18T07:29:26Z","2024-08-28T07:29:26Z","9","FALSE","Northeast","Phone","Item Created"
"500fK000003dMZsQAM","Item Created","Technical","Low","2024-07-09T17:40:49Z","2024-07-19T17:40:49Z","3","TRUE","Southeast","Email","Item Created"
"500fK000003dMZtQAM","Item Created","Billing","Low","2024-12-10T09:20:50Z","2024-12-23T09:20:50Z","5","TRUE","Midwest","Email","Item Created"
"500fK000003dMZuQAM","Item Created","Billing","Low","2024-12-12T10:30:18Z","2024-12-27T10:30:18Z","6","TRUE","Southeast","Email","Item Created"
"500fK000003dMZvQAM","Item Created","Billing","Medium","2024-01-03T01:16:50Z","2024-01-05T01:16:50Z","6","FALSE","Midwest","Web","Item Created"
"500fK000003dMZwQAM","Item Created","Billing","Low","2024-11-03T07:11:14Z","2024-11-09T07:11:14Z","8","FALSE","Northeast","Email","Item Created"
"500fK000003dMZxQAM","Item Created","Billing","Low","2024-03-21T20:54:04Z","2024-04-04T20:54:04Z","9","FALSE","Northeast","Phone","Item Created"
"500fK000003dMZyQAM","Item Created","General","Low","2024-09-13T05:14:50Z","2024-09-22T05:14:50Z","3","TRUE","Southeast","Phone","Item Created"
"500fK000003dMZzQAM","Item Created","General","Low","2024-04-07T01:04:38Z","2024-04-17T01:04:38Z","8","FALSE","Midwest","Phone","Item Created"
"500fK000003dMa0QAE","Item Created","Technical","Low","2024-07-02T13:19:29Z","2024-07-06T13:19:29Z","3","TRUE","Southwest","Phone","Item Created"
"500fK000003dMa1QAE","Item Created","Technical","Low","2024-08-25T17:58:15Z","2024-08-30T17:58:15Z","9","FALSE","Northeast","Phone","Item Created"
"500fK000003dMa2QAE","Item Created","Technical","Medium","2024-03-28T17:41:19Z","2024-04-01T17:41:19Z","3","TRUE","Southeast","Phone","Item Created"
"500fK000003dMa3QAE","Item Created","Billing","Low","2024-05-07T03:47:08Z","2024-05-08T03:47:08Z","8","TRUE","Northeast","Phone","Item Created"
"500fK000003dMa4QAE","Item Created","Technical","High","2024-11-25T21:17:45Z","2024-11-30T21:17:45Z","6","TRUE","Midwest","Phone","Item Created"
"500fK000003dMa5QAE","Item Created","Billing","Medium","2024-08-18T11:26:07Z","2024-09-02T11:26:07Z","10","FALSE","Southeast","Web","Item Created"
"500fK000003dMa6QAE","Item Created","General","Low","2024-12-05T13:38:47Z","2024-12-11T13:38:47Z","10","FALSE","Southeast","Phone","Item Created"
"500fK000003dMa7QAE","Item Created","Technical","Low","2024-05-10T23:10:46Z","2024-05-13T23:10:46Z","10","TRUE","Northeast","Web","Item Created"
"500fK000003dMa8QAE","Item Created","General","Low","2024-02-22T14:25:50Z","2024-02-28T14:25:50Z","7","TRUE","Southwest","Email","Item Created"
"500fK000003dMa9QAE","Item Created","General","Low","2024-03-09T23:59:28Z","2024-03-16T23:59:28Z","9","FALSE","Midwest","Email","Item Created"
"500fK000003dMaAQAU","Item Created","General","Low","2024-10-10T07:42:50Z","2024-10-17T07:42:50Z","2","FALSE","Northeast","Phone","Item Created"
"500fK000003dMaBQAU","Item Created","General","Low","2024-09-30T16:58:37Z","2024-10-02T16:58:37Z","8","FALSE","Southeast","Phone","Item Created"
"500fK000003dMaCQAU","Item Created","Billing","Low","2024-02-05T04:02:38Z","2024-02-06T04:02:38Z","4","FALSE","Midwest","Phone","Item Created"
"500fK000003dMaDQAU","Item Created","General","High","2024-10-26T01:08:07Z","2024-11-01T01:08:07Z","10","TRUE","Southeast","Phone","Item Created"
"500fK000003dMaEQAU","Item Created","Technical","Low","2024-02-21T02:39:02Z","2024-03-04T02:39:02Z","3","FALSE","Southwest","Phone","Item Created"
"500fK000003dMaFQAU","Item Created","Billing","Low","2024-10-30T01:52:15Z","2024-11-05T01:52:15Z","1","FALSE","Midwest","Phone","Item Created"
"500fK000003dMaGQAU","Item Created","Technical","Low","2024-11-12T13:57:15Z","2024-11-16T13:57:15Z","10","TRUE","Southeast","Phone","Item Created"
"500fK000003dMaHQAU","Item Created","Billing","Low","2024-05-25T06:47:04Z","2024-06-04T06:47:04Z","8","TRUE","Northeast","Web","Item Created"
"500fK000003dMaIQAU","Item Created","General","Low","2024-06-16T23:39:31Z","2024-06-26T23:39:31Z","2","TRUE","Midwest","Web","Item Created"
"500fK000003dMaJQAU","Item Created","Billing","Low","2024-07-25T20:56:47Z","2024-07-29T20:56:47Z","9","FALSE","Southwest","Phone","Item Created"
"500fK000003dMaKQAU","Item Created","General","High","2024-10-04T18:26:35Z","2024-10-05T18:26:35Z","6","TRUE","Northeast","Phone","Item Created"
"500fK000003dMaLQAU","Item Created","Billing","High","2024-04-11T12:48:26Z","2024-04-15T12:48:26Z","5","FALSE","Midwest","Phone","Item Created"
"500fK000003dMaMQAU","Item Created","Billing","Medium","2024-07-05T11:25:29Z","2024-07-10T11:25:29Z","9","FALSE","Midwest","Phone","Item Created"
"500fK000003dMaNQAU","Item Created","General","Low","2024-06-15T16:19:55Z","2024-06-16T16:19:55Z","2","TRUE","Southeast","Email","Item Created"
"500fK000003dMaOQAU","Item Created","Billing","Low","2024-11-23T22:15:44Z","2024-12-06T22:15:44Z","10","FALSE","Midwest","Phone","Item Created"
"500fK000003dMaPQAU","Item Created","Technical","Low","2024-03-29T05:57:52Z","2024-04-01T05:57:52Z","9","TRUE","Midwest","Phone","Item Created"
"500fK000003dMaQQAU","Item Created","Billing","Low","2024-05-08T19:50:01Z","2024-05-23T19:50:01Z","4","FALSE","Midwest","Phone","Item Created"
"500fK000003dMaRQAU","Item Created","Technical","Low","2024-04-30T12:37:30Z","2024-05-14T12:37:30Z","6","TRUE","Northeast","Phone","Item Created"
"500fK000003dMaSQAU","Item Created","Technical","Low","2024-08-20T11:43:09Z","2024-08-29T11:43:09Z","7","TRUE","Northeast","Email","Item Created"
"500fK000003dMaTQAU","Item Created","Technical","Low","2024-12-09T07:00:41Z","2024-12-23T07:00:41Z","3","TRUE","Southeast","Phone","Item Created"
"500fK000003dMaUQAU","Item Created","General","Medium","2024-02-28T03:03:59Z","2024-03-13T03:03:59Z","9","TRUE","Southeast","Phone","Item Created"
"500fK000003dMaVQAU","Item Created","Billing","Medium","2024-10-06T08:42:44Z","2024-10-17T08:42:44Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMaWQAU","Item Created","Technical","Low","2024-06-18T12:57:02Z","2024-06-27T12:57:02Z","6","FALSE","Southeast","Email","Item Created"
"500fK000003dMaXQAU","Item Created","Technical","Low","2024-01-02T21:15:04Z","2024-01-10T21:15:04Z","9","FALSE","Southeast","Web","Item Created"
"500fK000003dMaYQAU","Item Created","Technical","Low","2024-02-26T16:35:55Z","2024-02-28T16:35:55Z","3","TRUE","Southeast","Web","Item Created"
"500fK000003dMaZQAU","Item Created","Technical","Low","2024-08-09T15:06:41Z","2024-08-11T15:06:41Z","4","TRUE","Southeast","Phone","Item Created"
"500fK000003dMaaQAE","Item Created","Technical","Low","2024-09-08T14:53:40Z","2024-09-20T14:53:40Z","10","FALSE","Northeast","Phone","Item Created"
"500fK000003dMabQAE","Item Created","Technical","Medium","2024-10-13T21:12:07Z","2024-10-20T21:12:07Z","1","FALSE","Midwest","Email","Item Created"
"500fK000003dMacQAE","Item Created","Technical","Low","2024-09-23T20:55:24Z","2024-10-02T20:55:24Z","6","FALSE","West","Phone","Item Created"
"500fK000003dMadQAE","Item Created","General","Low","2024-06-29T06:17:00Z","2024-07-01T06:17:00Z","10","FALSE","Midwest","Phone","Item Created"
"500fK000003dMaeQAE","Item Created","Billing","Low","2024-03-10T21:01:58Z","2024-03-16T21:01:58Z","5","FALSE","Midwest","Phone","Item Created"
"500fK000003dMafQAE","Item Created","Billing","Low","2024-02-08T22:24:41Z","2024-02-16T22:24:41Z","2","TRUE","Southeast","Phone","Item Created"
"500fK000003dMagQAE","Item Created","Billing","Low","2024-09-12T18:36:15Z","2024-09-15T18:36:15Z","10","TRUE","Southeast","Email","Item Created"
"500fK000003dMahQAE","Item Created","Billing","Low","2024-11-27T10:18:23Z","2024-12-02T10:18:23Z","10","FALSE","Midwest","Email","Item Created"
"500fK000003dMaiQAE","Item Created","Billing","Low","2024-02-02T13:27:54Z","2024-02-09T13:27:54Z","8","TRUE","Northeast","Email","Item Created"
"500fK000003dMajQAE","Item Created","Billing","Low","2024-07-05T11:31:10Z","2024-07-17T11:31:10Z","10","FALSE","Midwest","Email","Item Created"
"500fK000003dMakQAE","Item Created","Billing","Low","2024-05-31T11:46:49Z","2024-06-05T11:46:49Z","6","FALSE","Northeast","Phone","Item Created"
"500fK000003dMalQAE","Item Created","Technical","Low","2024-10-15T04:58:00Z","2024-10-30T04:58:00Z","10","TRUE","Northeast","Phone","Item Created"
"500fK000003dMamQAE","Item Created","General","Low","2024-11-08T10:18:03Z","2024-11-12T10:18:03Z","7","TRUE","Northeast","Email","Item Created"
"500fK000003dManQAE","Item Created","Billing","Low","2024-03-31T18:15:25Z","2024-04-08T18:15:25Z","5","TRUE","Midwest","Email","Item Created"
"500fK000003dMaoQAE","Item Created","Billing","Low","2024-10-27T07:15:40Z","2024-10-29T07:15:40Z","1","FALSE","Southeast","Phone","Item Created"
"500fK000003dMapQAE","Item Created","Technical","Low","2024-07-19T21:08:28Z","2024-07-27T21:08:28Z","2","TRUE","West","Email","Item Created"
"500fK000003dMaqQAE","Item Created","Technical","High","2024-12-24T05:14:03Z","2025-01-03T05:14:03Z","2","FALSE","Southeast","Phone","Item Created"
"500fK000003dMarQAE","Item Created","Billing","Medium","2024-06-05T14:02:09Z","2024-06-14T14:02:09Z","2","TRUE","Midwest","Email","Item Created"
"500fK000003dMasQAE","Item Created","General","Low","2024-12-21T22:40:53Z","2024-12-30T22:40:53Z","7","FALSE","Midwest","Email","Item Created"
"500fK000003dMatQAE","Item Created","Billing","High","2024-09-14T15:43:15Z","2024-09-28T15:43:15Z","10","TRUE","Southeast","Phone","Item Created"
"500fK000003dMauQAE","Item Created","Billing","Low","2024-11-17T19:46:21Z","2024-11-25T19:46:21Z","2","FALSE","Midwest","Phone","Item Created"
"500fK000003dMavQAE","Item Created","Technical","Low","2024-09-22T10:51:30Z","2024-10-07T10:51:30Z","5","TRUE","Midwest","Phone","Item Created"
"500fK000003dMawQAE","Item Created","Billing","Low","2024-05-03T12:25:14Z","2024-05-18T12:25:14Z","6","FALSE","Southeast","Phone","Item Created"
"500fK000003dMaxQAE","Item Created","Billing","High","2024-10-04T16:53:21Z","2024-10-05T16:53:21Z","9","FALSE","Midwest","Phone","Item Created"
"500fK000003dMayQAE","Item Created","Technical","Low","2024-10-31T01:21:48Z","2024-11-04T01:21:48Z","3","FALSE","Southeast","Phone","Item Created"
"500fK000003dMazQAE","Item Created","Billing","High","2024-12-27T11:31:40Z","2025-01-08T11:31:40Z","3","FALSE","Southeast","Phone","Item Created"
"500fK000003dMb0QAE","Item Created","General","High","2024-01-21T23:57:10Z","2024-02-05T23:57:10Z","5","TRUE","Midwest","Phone","Item Created"
"500fK000003dMb1QAE","Item Created","Billing","Low","2024-10-18T16:39:27Z","2024-10-29T16:39:27Z","5","TRUE","Midwest","Phone","Item Created"
"500fK000003dMb2QAE","Item Created","Billing","High","2024-12-24T06:45:41Z","2025-01-03T06:45:41Z","8","FALSE","Midwest","Web","Item Created"
"500fK000003dMb3QAE","Item Created","Billing","Low","2024-09-10T14:24:40Z","2024-09-17T14:24:40Z","7","FALSE","Midwest","Phone","Item Created"
"500fK000003dMb4QAE","Item Created","Technical","Medium","2024-05-19T09:20:20Z","2024-05-31T09:20:20Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMb5QAE","Item Created","Billing","Low","2024-11-16T21:40:01Z","2024-11-25T21:40:01Z","4","FALSE","Midwest","Web","Item Created"
"500fK000003dMb6QAE","Item Created","Billing","Low","2024-12-28T08:03:07Z","2025-01-01T08:03:07Z","6","TRUE","Midwest","Web","Item Created"
"500fK000003dMb7QAE","Item Created","Billing","High","2024-08-10T08:06:58Z","2024-08-12T08:06:58Z","1","TRUE","Southeast","Web","Item Created"
"500fK000003dMb8QAE","Item Created","Billing","Low","2024-01-30T00:02:22Z","2024-02-11T00:02:22Z","2","TRUE","Midwest","Phone","Item Created"
"500fK000003dMb9QAE","Item Created","General","Low","2024-08-10T21:00:49Z","2024-08-20T21:00:49Z","2","FALSE","Midwest","Phone","Item Created"
"500fK000003dMbAQAU","Item Created","Billing","Low","2024-05-18T14:29:38Z","2024-05-26T14:29:38Z","5","TRUE","Northeast","Phone","Item Created"
"500fK000003dMbBQAU","Item Created","Billing","Low","2024-07-10T03:44:11Z","2024-07-12T03:44:11Z","4","FALSE","Midwest","Phone","Item Created"
"500fK000003dMbCQAU","Item Created","Technical","Low","2024-03-03T16:05:56Z","2024-03-06T16:05:56Z","5","TRUE","Southeast","Phone","Item Created"
"500fK000003dMbDQAU","Item Created","General","Low","2024-10-08T15:13:41Z","2024-10-17T15:13:41Z","2","FALSE","Midwest","Email","Item Created"
"500fK000003dMbEQAU","Item Created","Technical","Medium","2024-12-15T11:13:23Z","2024-12-23T11:13:23Z","6","TRUE","Southeast","Phone","Item Created"
"500fK000003dMbFQAU","Item Created","Billing","High","2024-02-12T03:32:31Z","2024-02-26T03:32:31Z","6","FALSE","Midwest","Phone","Item Created"
"500fK000003dMbGQAU","Item Created","Billing","Medium","2024-11-08T17:04:12Z","2024-11-12T17:04:12Z","9","FALSE","Southeast","Phone","Item Created"
"500fK000003dMbHQAU","Item Created","Technical","Medium","2024-02-19T01:57:20Z","2024-02-20T01:57:20Z","6","FALSE","Southeast","Phone","Item Created"
"500fK000003dMbIQAU","Item Created","Technical","Low","2024-03-28T20:53:20Z","2024-04-08T20:53:20Z","10","FALSE","Southwest","Phone","Item Created"
